sample,distance,date,day,lineage
OU385644-1,39,2021-06-23,297,AY.7
OU385685-1,15,2021-02-06,160,Q.4
OU385837-1,31,2021-05-27,270,B.1.1.7
OU386867-1,30,2021-04-14,227,B.1.1.7
OU386893-1,37,2021-05-11,254,B.1.1.7
OU387567-1,31,2021-02-25,179,B.1.1.7
OU387878-1,35,2021-01-11,134,B.1.1.7
OU387941-1,34,2021-05-28,271,B.1.1.7
OU388049-1,25,2021-02-02,156,B.1.1.7
OU388163-1,34,2021-02-24,178,B.1.1.7
OU388450-1,23,2021-06-08,282,B.1.1.7
OU388544-1,34,2021-02-23,177,B.1.1.7
OU388811-1,37,2021-06-05,279,AY.4
OU389215-1,32,2021-06-15,289,AY.4
OU389515-1,37,2021-06-05,279,AY.4
OU389578-1,37,2021-05-05,248,B.1.1.7
OU389780-1,13,2020-12-22,114,B.1.1.7
OU390254-1,33,2021-05-04,247,B.1.1.7
OU390588-1,5,2021-06-08,282,AY.4
OU390921-1,36,2021-04-08,221,B.1.1.7
OU391211-1,3,2021-05-29,272,unclassifiable
OU391284-1,30,2021-01-01,124,B.1.1.7
OU391359-1,3,2021-05-08,251,unclassifiable
OU391639-1,13,2021-06-21,295,AY.4
OU391675-1,7,2021-05-26,269,AY.4
OU392341-1,17,2021-01-12,135,B.1.177
OU392369-1,38,2021-06-23,297,AY.120
OU392405-1,33,2021-05-24,267,AY.4
OU392511-1,32,2021-04-29,242,B.1.1.7
OU392541-1,6,2021-03-11,193,B.1.1.7
OU392637-1,33,2021-06-06,280,AY.6
OU392742-1,37,2021-06-27,301,AY.4
OU392748-1,32,2021-05-22,265,B.1.1.7
OU393343-1,38,2021-06-10,284,AY.4
OU393522-1,36,2021-05-04,247,B.1.1.7
OU393543-1,2,2021-02-18,172,unclassifiable
OU393891-1,35,2021-03-11,193,B.1.1.7
OU394272-1,31,2021-02-10,164,B.1.1.7
OU394487-1,5,2021-06-10,284,AY.4
OU395168-1,33,2021-05-03,246,B.1.1.7
OU395207-1,15,2021-01-18,141,B.1.1.7
OU395824-1,6,2021-01-29,152,unclassifiable
OU395951-1,35,2021-06-08,282,AY.4
OU395973-1,31,2021-01-14,137,B.1.1.7
OU396127-1,36,2021-06-05,279,AY.4
OU396411-1,1,2021-02-14,168,unclassifiable
OU417829-1,19,2021-06-20,294,AY.4
OU417928-1,34,2021-06-29,303,AY.4
OU418834-1,3,2021-05-31,274,unclassifiable
OU419301-1,38,2021-07-01,305,AY.4
OU419500-1,37,2021-07-01,305,AY.4
OU419596-1,36,2021-06-18,292,AY.4
OU419775-1,18,2021-02-01,155,unclassifiable
OU421173-1,36,2021-06-10,284,AY.122
OU421225-1,7,2021-03-04,186,B.1.1.7
OU421590-1,37,2021-06-26,300,AY.4
OU421734-1,38,2021-04-21,234,B.1.1.7
OU422315-1,5,2021-02-18,172,B.1.1.7
OU422654-1,32,2021-01-05,128,B.1.1.7
OU422656-1,7,2021-02-08,162,B.1.1.7
OU422917-1,6,2020-12-26,118,unclassifiable
OU423284-1,40,2021-07-01,305,AY.4
OU423323-1,34,2021-06-18,292,AY.4
OU423338-1,40,2021-06-30,304,AY.4
OU423458-1,36,2021-05-26,269,AY.4
OU423649-1,31,2021-05-01,244,B.1.617.2
OU423711-1,35,2021-06-29,303,AY.4
OU443306-1,29,2021-01-19,142,B.1.1.7
OU447280-1,30,2021-07-06,310,AY.4
OU447282-1,12,2020-10-09,40,B.1.36.17
OU447298-1,37,2021-07-04,308,AY.4
OU447323-1,38,2021-07-04,308,AY.4
OU447364-1,28,2021-07-04,308,AY.4
OU447484-1,35,2021-07-06,310,AY.98
OU448100-1,41,2021-07-06,310,AY.4
OU448153-1,35,2021-07-09,313,AY.4
OU448229-1,34,2021-07-06,310,AY.4
OU448333-1,34,2021-07-05,309,AY.4
OU471681-1,32,2021-03-03,185,B.1.1.7
OU471887-1,40,2021-03-24,206,B.1.1.7
OU474450-1,38,2021-05-08,251,B.1.1.7
OU474683-1,38,2021-05-10,253,B.1.1.7
OU474920-1,41,2021-05-10,253,B.1.1.7
OU475407-1,39,2021-03-30,212,B.1.1.7
OU475436-1,39,2021-05-25,268,B.1.1.7
OU475599-1,38,2021-05-31,274,B.1.1.7
OU475751-1,42,2021-05-28,271,B.1.1.7
OU475896-1,36,2021-06-19,293,AY.122
OU476118-1,41,2021-06-02,276,B.1.1.7
OU487906-1,35,2021-07-20,324,AY.4
OU488022-1,31,2021-07-17,321,AY.5
OU488053-1,39,2021-07-17,321,AY.4
OU488097-1,10,2021-07-18,322,unclassifiable
OU488344-1,35,2021-07-09,313,AY.4
OU488883-1,38,2021-07-13,317,AY.98
OU489221-1,38,2021-07-18,322,AY.120
OU489324-1,35,2021-07-18,322,AY.6
OU489482-1,39,2021-07-21,325,AY.4
OU489616-1,19,2021-07-23,327,AY.5
OU489910-1,34,2021-07-20,324,AY.4
OU489950-1,37,2021-07-10,314,AY.4
OU490246-1,8,2021-07-20,324,AY.4
OU490610-1,34,2021-07-07,311,AY.4
OU491005-1,4,2021-07-25,329,unclassifiable
OU491127-1,36,2021-07-25,329,AY.4
OU491509-1,37,2021-07-25,329,AY.6
OU491530-1,8,2021-07-05,309,AY.4
OU491856-1,18,2021-07-18,322,AY.4
OU491915-1,40,2021-07-25,329,AY.4
OU492130-1,36,2021-07-23,327,AY.4
OU533263-1,35,2021-07-26,330,AY.4
OU533327-1,35,2021-07-22,326,AY.98
OU533533-1,15,2021-07-25,329,AY.4
OU533539-1,30,2021-07-25,329,AY.98
OU533922-1,36,2021-07-27,331,AY.4
OU534044-1,10,2021-07-22,326,AY.90
OU534190-1,9,2021-07-27,331,unclassifiable
OU534343-1,41,2021-07-24,328,AY.4
OU534370-1,34,2021-07-22,326,AY.4
OU534571-1,37,2021-07-24,328,AY.4
OU534603-1,40,2021-07-27,331,AY.4
OU534698-1,34,2021-07-19,323,AY.4
OU562758-1,39,2021-07-07,311,AY.4
OU562799-1,38,2021-07-06,310,AY.4
OU593188-1,33,2021-08-05,340,AY.4
OU593498-1,18,2021-08-05,340,AY.4
OU593802-1,37,2021-08-03,338,AY.4
OU593917-1,27,2021-07-26,330,AY.4
OU594143-1,37,2021-07-26,330,AY.4
OU594490-1,13,2021-07-25,329,AY.4
OU594521-1,37,2021-07-21,325,AY.4
OU659593-1,32,2021-08-11,346,AY.4
OU659611-1,31,2021-07-30,334,AY.4
OU660221-1,36,2021-08-05,340,AY.120
OU660343-1,36,2021-08-05,340,AY.4
OU660773-1,33,2021-07-25,329,AY.4
OU662346-1,41,2021-08-05,340,AY.4.2
OU662423-1,44,2021-08-07,342,AY.4
OU662589-1,34,2021-08-06,341,AY.4
OU662793-1,39,2021-08-01,336,AY.111
OU706499-1,34,2021-07-23,327,AY.43
OU706891-1,36,2021-08-13,348,AY.9.2
OU731831-1,33,2021-08-03,338,AY.5
OU732118-1,41,2021-08-24,359,AY.4
OU732140-1,40,2021-08-21,356,AY.4
OU732426-1,31,2021-08-02,337,AY.4
OU733814-1,35,2021-08-01,336,AY.6
OU737134-1,37,2021-07-31,335,AY.4
OU737481-1,37,2021-07-31,335,AY.4
OU737557-1,40,2021-08-25,360,AY.98
OU737786-1,34,2021-07-29,333,AY.4
OU737837-1,37,2021-08-02,337,AY.4
OU737917-1,35,2021-07-31,335,AY.4
OU792012-1,16,2021-08-30,365,AY.4
OU792377-1,8,2021-09-03,369,AY.4.3
OU793100-1,33,2021-08-01,336,AY.4
OU793131-1,33,2021-04-27,240,B.1.1.7
OU793618-1,21,2020-11-15,77,B.1.1.279
OU793629-1,31,2021-02-16,170,B.1.1.7
OU793778-1,17,2021-06-27,301,AY.4
OU793798-1,16,2021-06-27,301,AY.4
OU794111-1,38,2021-01-18,141,B.1.1.7
OU794155-1,40,2021-01-20,143,B.1.1.7
OU794807-1,24,2020-11-19,81,B.1.177.26
OU795590-1,36,2021-01-12,135,B.1.1.7
OU795610-1,36,2021-01-10,133,B.1.1.7
OU795915-1,9,2020-10-29,60,B.1.523
OU796126-1,29,2021-02-06,160,B.1.1.7
OU796275-1,34,2021-05-25,268,AY.4
OU796568-1,37,2021-09-02,368,AY.98
OU796819-1,34,2021-09-05,371,AY.4
OU796905-1,4,2021-06-26,300,unclassifiable
OU797534-1,40,2021-08-14,349,AY.4
OU797649-1,31,2021-05-30,273,AY.9
OU798358-1,32,2021-06-02,276,AY.9
OU798770-1,27,2021-05-26,269,AY.4
OU799875-1,36,2021-07-15,319,AY.4
OU800080-1,35,2021-05-30,273,AY.120
OU800219-1,35,2021-09-14,380,AY.4
OU800477-1,12,2020-10-08,39,W.4
OU800518-1,16,2021-07-13,317,AY.4
OU800732-1,15,2020-09-16,17,B.1.177
OU800802-1,37,2021-06-19,293,B.1.1.7
OU800973-1,21,2020-11-12,74,B.1.177.15
OU801184-1,36,2021-08-31,366,AY.4
OU801561-1,19,2021-08-26,361,AY.4
OU801669-1,32,2021-06-05,279,AY.9
OU801834-1,15,2020-10-05,36,B.1.177.7
OU802012-1,33,2021-07-13,317,AY.4
OU802200-1,35,2021-02-08,162,B.1.1.7
OU802203-1,35,2021-08-31,366,AY.4
OU802256-1,35,2021-07-17,321,AY.6
OU802728-1,41,2021-09-09,375,AY.4
OU802809-1,18,2020-11-16,78,B.1.177.81
OU802880-1,33,2021-09-07,373,AY.5
OU803127-1,17,2020-11-21,83,B.1.177.57
OU803303-1,24,2021-06-03,277,AY.9
OU803371-1,16,2021-09-02,368,AY.4
OU803703-1,35,2021-01-19,142,B.1.1.7
OU804067-1,38,2021-09-07,373,AY.4
OU804533-1,17,2021-01-12,135,B.1.177
OU804944-1,19,2021-01-13,136,unclassifiable
OU805692-1,17,2020-10-10,41,B.1.1.279
OU805950-1,31,2020-12-23,115,B.1.1.7
OU806013-1,41,2021-09-06,372,AY.4
OU806047-1,43,2021-09-04,370,AY.4
OU806090-1,30,2021-08-31,366,AY.4
OU806364-1,17,2020-10-01,32,B.1.1.277
OU806758-1,3,2020-12-14,106,unclassifiable
OU806807-1,22,2020-12-26,118,B.1.36.2
OU806825-1,31,2021-05-29,272,AY.9
OU806855-1,26,2021-05-29,272,AY.9
OU807027-1,9,2021-08-29,364,unclassifiable
OU807181-1,16,2021-08-27,362,AY.4
OU807428-1,42,2021-09-06,372,AY.122
OU807788-1,0,2020-10-30,61,unclassifiable
OU808088-1,36,2021-02-06,160,B.1.1.7
OU808169-1,9,2021-05-28,271,AY.6
OU808470-1,14,2021-01-13,136,B.1.1.7
OU808890-1,9,2021-08-30,365,AY.43
OU809266-1,34,2021-06-26,300,AY.4
OU809286-1,4,2021-06-05,279,unclassifiable
OU809315-1,26,2020-12-20,112,B.1.1.198
OU809549-1,34,2021-07-15,319,AY.6
OU809861-1,26,2020-12-13,105,B.1.1.198
OU810017-1,17,2020-11-26,88,B.1.177.57
OU810042-1,18,2021-06-01,275,AY.4
OU810059-1,32,2021-02-10,164,B.1.1.7
OU810168-1,36,2021-05-26,269,B.1.1.7
OU810328-1,3,2021-06-01,275,unclassifiable
OU810378-1,34,2021-01-20,143,B.1.1.7
OU810530-1,21,2021-09-09,375,AY.4
OU810567-1,19,2020-12-19,111,B.1.177
OU810900-1,34,2021-02-06,160,B.1.1.7
OU810947-1,22,2020-12-19,111,B.1.36.2
OU811155-1,13,2021-06-01,275,AY.9
OU811308-1,16,2021-08-03,338,AY.4
OU811354-1,34,2021-05-27,270,AY.9
OU811387-1,33,2021-09-16,382,AY.4
OU811739-1,4,2021-01-20,143,unclassifiable
OU811832-1,21,2020-11-19,81,B.1.177.4
OU812090-1,35,2021-07-15,319,AY.4
OU812540-1,37,2021-05-29,272,AY.6
OU812983-1,15,2021-09-13,379,AY.4
OU813178-1,12,2020-09-29,30,B.1.177
OU813190-1,23,2020-12-20,112,B.1.36.2
OU813839-1,21,2021-05-24,267,AY.10
OU814156-1,19,2021-09-17,383,AY.43
OU814277-1,29,2021-06-02,276,AY.6
OU814569-1,15,2020-10-09,40,B.1.177
OU814691-1,33,2021-02-08,162,B.1.1.7
OU818581-1,34,2021-04-13,226,B.1.1.7
OU818710-1,37,2021-05-14,257,B.1.1.7
OU819373-1,40,2021-06-07,281,B.1.1.7
OU819388-1,35,2021-07-24,328,AY.43
OU819718-1,35,2021-08-12,347,AY.43
OU857509-1,43,2021-06-09,283,AY.126
OU857560-1,36,2021-09-08,374,AY.9.2
OU858992-1,36,2021-09-30,396,AY.4
OU859012-1,36,2021-09-08,374,AY.98
OU859067-1,39,2021-09-16,382,AY.120
OU859607-1,13,2021-09-30,396,unclassifiable
OU860023-1,42,2021-09-22,388,AY.4
OU860598-1,36,2021-09-21,387,AY.4
OU860715-1,36,2021-09-16,382,AY.4
OU860770-1,39,2021-08-27,362,AY.4
OU860884-1,34,2021-08-11,346,AY.122
OU861260-1,41,2021-08-02,337,AY.4
OU861393-1,13,2021-09-23,389,unclassifiable
OU862340-1,27,2021-08-09,344,AY.4
OU862503-1,39,2021-09-16,382,AY.4
OU862532-1,40,2021-08-26,361,AY.4
OU896025-1,29,2021-10-04,400,AY.3
OU896165-1,38,2021-09-23,389,AY.4
OU896196-1,11,2021-09-11,377,B.1.617.2
OU896943-1,36,2021-09-28,394,AY.4.2
OU896948-1,48,2021-10-07,403,AY.4
OU899828-1,44,2021-10-06,402,AY.4.2.1
OU957489-1,39,2021-09-30,396,AY.43
OU957864-1,37,2021-09-14,380,AY.43
OU957889-1,32,2021-09-17,383,AY.9.2
OU958105-1,38,2021-09-13,379,AY.4
OU958113-1,40,2021-09-14,380,AY.4
OU958176-1,38,2021-09-14,380,AY.43
OU975613-1,14,2021-10-08,404,AY.4
OU976928-1,7,2021-10-11,407,unclassifiable
OU977524-1,37,2021-10-14,410,AY.4
OU992126-1,41,2021-10-19,415,AY.43
OU997333-1,36,2021-10-23,419,AY.5
OU997668-1,8,2021-10-30,426,AY.4
OU997953-1,45,2021-10-14,410,AY.7
OU998891-1,30,2021-10-20,416,AY.43
OV002116-1,36,2021-10-15,411,AY.4
OV002394-1,38,2021-10-14,410,AY.4
OV002565-1,40,2021-10-13,409,AY.4
OV002740-1,35,2021-10-07,403,AY.4
OV004352-1,32,2021-10-16,412,AY.4
OV004359-1,33,2021-10-13,409,AY.43
OV004509-1,42,2021-10-15,411,AY.4
OV005441-1,34,2021-10-13,409,AY.4
OV005523-1,41,2021-10-18,414,AY.4
OV006519-1,31,2021-10-11,407,AY.4
OV006681-1,9,2021-10-13,409,unclassifiable
OV006689-1,36,2021-09-28,394,AY.4
OV007509-2,34,2021-10-19,415,AY.4
OV007523-1,38,2021-10-13,409,AY.4
OV008114-1,33,2021-10-21,417,AY.6
OV008707-1,41,2021-09-27,393,AY.4.2
OV008713-1,18,2021-10-12,408,AY.4
OV008883-1,36,2021-09-22,388,AY.4
OV009111-1,42,2021-10-18,414,AY.4
OV009667-2,38,2021-10-19,415,AY.4.2.1
OV009777-1,36,2021-10-13,409,AY.4
OV011435-1,5,2021-10-15,411,AY.4
OV017206-1,37,2021-10-19,415,AY.4.2
OV022877-2,38,2021-10-27,423,AY.4
OV035093-2,30,2021-11-03,430,AY.4
OV035391-1,44,2021-10-09,405,AY.122
OV035715-1,43,2021-10-11,407,AY.60
OV038553-1,43,2021-11-01,428,AY.43
OV041483-1,36,2021-11-05,432,AY.4
OV077671-1,40,2021-10-26,422,AY.121
OV078007-1,37,2021-11-01,428,AY.122
OV082766-1,37,2021-11-02,429,AY.4
OV083468-1,16,2021-11-04,431,unclassifiable
OV084284-1,42,2021-10-21,417,AY.4
OV086003-1,36,2021-10-31,427,AY.4
OV086093-1,39,2021-10-25,421,AY.4
OV086918-1,43,2021-11-03,430,AY.4
OV087082-1,9,2021-10-26,422,unclassifiable
OV088887-1,17,2021-10-21,417,AY.4.2.3
OV089117-1,44,2021-11-05,432,AY.4
OV089133-1,14,2021-10-31,427,unclassifiable
OV089559-1,39,2021-10-30,426,AY.111
OV089886-1,43,2021-10-26,422,AY.5.5
OV089933-1,42,2021-10-28,424,AY.4
OV089953-1,38,2021-10-28,424,AY.4
OV091155-1,44,2021-11-01,428,AY.4.2.1
OV091892-1,43,2021-10-18,414,AY.43
OV092228-1,41,2021-10-13,409,AY.4
OV103660-1,36,2021-09-03,369,AY.43
OV104013-1,39,2021-03-09,191,B.1.1.7
OV104090-1,37,2021-11-05,432,AY.43
OV104544-1,38,2021-08-31,366,AY.122
OV104690-1,36,2021-03-15,197,B.1.1.7
OV105074-1,40,2021-04-07,220,B.1.1.7
OV107430-1,36,2021-11-05,432,AY.9.2
OV108361-1,30,2021-11-03,430,AY.122
OV113010-1,39,2021-11-04,431,AY.43
OV113018-1,39,2021-10-27,423,AY.43
OV133421-1,45,2021-11-10,437,AY.122
OV133443-1,39,2021-11-08,435,AY.43.9
OV133545-1,45,2021-11-13,440,AY.23
OV193207-1,39,2021-11-02,429,AY.4.2
OV193989-1,46,2021-11-12,439,AY.4
OV197188-1,42,2021-11-02,429,AY.4
OV198992-1,40,2021-11-03,430,AY.4
OV282460-1,47,2021-11-28,455,AY.4
OV282711-1,39,2021-11-23,450,AY.43
OV303538-1,12,2021-11-16,443,unclassifiable
OV305962-1,31,2021-07-14,318,AY.9
OV308141-1,36,2021-08-08,343,AY.58
OV308569-1,36,2021-08-10,345,AY.4
OV309047-1,22,2021-11-08,435,AY.43
OV309893-1,43,2021-11-11,438,AY.127
OV310398-1,46,2021-11-08,435,AY.5
OV312333-1,42,2021-11-22,449,AY.4
OV312372-1,43,2021-10-07,403,AY.98
OV312377-1,41,2021-10-04,400,AY.4
OV312591-1,40,2021-11-26,453,AY.4
OV313062-1,46,2021-11-28,455,AY.4
OV313129-1,44,2021-11-18,445,AY.98
OV313984-1,43,2021-11-07,434,AY.98
OV314272-1,40,2021-11-21,448,AY.4.2
OV314943-1,37,2021-11-13,440,AY.7
OV315589-1,31,2021-11-17,444,AY.4
OV315676-1,40,2021-11-22,449,AY.4
OV316214-1,42,2021-11-03,430,AY.5
OV316619-1,36,2021-11-15,442,AY.4.2
OV316677-1,39,2021-11-16,443,AY.4.2.2
OV317042-1,39,2021-10-30,426,AY.4
OV317271-1,38,2021-07-29,333,AY.5
OV317306-1,40,2021-11-29,456,AY.4
OV317975-1,20,2021-11-16,443,AY.98
OV318201-1,41,2021-11-12,439,AY.4.2.2
OV318257-1,36,2021-11-23,450,AY.111
OV319970-1,46,2021-11-29,456,AY.4
OV319986-1,40,2021-11-29,456,AY.4.2
OV320247-1,43,2021-11-29,456,AY.4.8
OV321253-1,47,2021-11-29,456,AY.4
OV321681-1,48,2021-11-03,430,AY.122
OV340130-1,41,2021-12-07,464,AY.43.9
OV359898-1,51,2021-12-03,460,AY.4
OV360164-1,38,2021-12-08,465,AY.43
OV445566-1,42,2021-12-04,461,AY.43.9
OV447472-1,40,2021-12-05,462,AY.4
OV448129-1,17,2021-12-03,460,AY.43
OV687241-1,39,2021-12-11,468,AY.43.9
OV702562-1,50,2022-01-04,492,BA.1.17.2
OV724142-1,37,2022-01-11,499,BA.1
OV724150-1,39,2022-01-10,498,AY.43.9
OV804750-1,43,2022-01-10,498,AY.43.9
OV807229-1,47,2022-01-17,505,BA.1
OV884228-1,44,2022-01-29,517,AY.122
OW027153-1,53,2022-01-31,519,BA.1.17.2
OW047035-1,33,2022-01-22,510,BA.1.1
OW091712-1,55,2022-01-27,515,BA.1.1
OW092305-2,5,2021-12-16,473,unclassifiable
OW092472-1,33,2021-11-26,453,AY.4.2
OW092646-1,29,2021-11-28,455,AY.43
OW092783-1,56,2021-12-17,474,BA.1.17.2
OW092879-1,53,2021-12-28,485,BA.1.1
OW093008-1,49,2021-12-20,477,AY.4.2.2
OW093144-2,50,2021-12-28,485,BA.1
OW093162-2,53,2021-12-20,477,BA.1
OW093412-1,52,2021-12-18,475,BA.1.16
OW094983-1,5,2021-01-30,153,B.1.1.7
OW095446-1,59,2021-12-18,475,BA.1.17.2
OW095506-1,54,2021-12-13,470,BA.1
OW095985-1,45,2021-12-13,470,AY.109
OW096137-1,55,2021-12-18,475,BA.1.17.2
OW097015-1,45,2021-12-01,458,AY.4
OW097199-1,44,2021-12-01,458,AY.4.2.2
OW097801-1,25,2021-12-13,470,AY.4
OW098294-1,44,2021-12-15,472,AY.4
OW098442-1,53,2022-01-02,490,BA.1
OW098806-1,45,2021-12-13,470,AY.4
OW098836-1,0,2021-12-13,470,unclassifiable
OW098943-1,49,2021-12-11,468,BA.1
OW098996-1,52,2021-12-31,488,BA.1
OW099140-1,47,2021-11-15,442,AY.4.2
OW099252-1,56,2021-12-30,487,BA.1.15
OW099284-1,32,2021-12-02,459,AY.122
OW099438-1,44,2021-12-15,472,AY.4
OW099978-2,12,2021-12-24,481,BA.1
OW101045-1,52,2021-12-22,479,BA.1
OW101885-1,44,2021-12-14,471,AY.4.2
OW102272-1,42,2021-11-29,456,AY.4
OW102406-1,37,2021-12-05,462,AY.4
OW102917-1,18,2021-05-31,274,AY.4
OW102949-1,8,2021-12-19,476,AY.4
OW102953-2,44,2021-12-26,483,AY.4
OW102963-1,51,2021-12-15,472,BA.1
OW103016-1,53,2021-12-26,483,BA.1.1
OW103063-1,50,2021-12-31,488,BA.1
OW103122-1,40,2021-12-13,470,AY.4.2.2
OW103689-1,52,2021-12-13,470,AY.4
OW103794-1,30,2022-01-02,490,BA.1.17.2
OW103907-1,45,2021-11-19,446,AY.43
OW104045-1,44,2021-12-11,468,AY.4.2.2
OW104190-1,55,2021-12-28,485,BA.1.8
OW104307-1,54,2022-01-02,490,BA.1.17.2
OW104596-1,40,2021-12-04,461,AY.43
OW105575-2,43,2021-12-22,479,AY.4.2
OW105949-1,47,2021-12-01,458,AY.4
OW106525-1,52,2021-12-26,483,BA.1
OW106624-1,53,2021-12-31,488,BA.1.17.2
OW106932-1,41,2021-12-26,483,AY.4
OW106982-1,46,2021-11-29,456,AY.4
OW107168-1,42,2021-12-13,470,AY.4
OW107907-1,42,2021-12-14,471,BA.1.17
OW107962-1,56,2021-12-18,475,BA.1.15.1
OW107999-2,53,2021-12-21,478,BA.1
OW108699-1,40,2021-11-30,457,AY.5
OW108924-2,14,2021-12-24,481,BA.1.15
OW109094-1,42,2021-12-05,462,AY.4
OW109487-1,57,2021-12-28,485,BA.1.17.2
OW109529-1,43,2021-12-03,460,AY.4
OW109617-1,41,2021-11-30,457,AY.4.2
OW110008-1,39,2021-11-17,444,AY.4
OW110426-1,28,2021-12-13,470,AY.7
OW110630-2,58,2021-12-28,485,BA.1
OW110663-1,31,2021-01-07,130,B.1.1.7
OW111113-1,19,2021-02-05,159,B.1.177.77
OW120226-1,56,2022-01-25,513,BA.1.1
OW120824-1,70,2022-01-28,516,BA.2.9
OW121334-1,52,2022-01-28,516,BA.1
OW121394-1,56,2022-01-26,514,BA.1.17
OW122661-1,57,2022-01-25,513,BA.1.1.1
OW122921-1,54,2022-01-27,515,BA.1.1.1
OW123060-1,55,2022-01-24,512,BA.1
OW126291-1,58,2022-01-26,514,BA.1.15
OW404734-1,52,2022-01-20,508,BA.1.1
OW405295-1,53,2022-01-05,493,BA.1.7
OW408850-1,54,2022-01-06,494,BA.1.17.2
OW409278-1,41,2021-10-21,417,AY.4
OW410920-1,32,2021-09-22,388,AY.4
OW412060-1,52,2022-01-19,507,BA.1
OW412285-1,38,2021-08-15,350,AY.4
OW412390-1,21,2021-10-18,414,AY.4
OW413099-1,61,2022-01-11,499,BA.1.17.2
OW413880-1,53,2022-01-17,505,BA.1
OW414398-1,50,2022-01-02,490,BA.1
OW414515-1,57,2022-01-23,511,BA.1.1
OW417230-1,12,2021-12-21,478,BA.1.17.2
OW417411-1,37,2021-06-26,300,AY.4
OW418223-1,54,2022-01-28,516,BA.1
OW418420-1,55,2021-12-24,481,BA.1.15.1
OW420782-1,53,2022-01-02,490,BA.1.1
OW420923-1,3,2022-01-20,508,unclassifiable
OW421273-1,4,2021-12-22,479,BA.1
OW433619-1,56,2022-01-30,518,BA.1.1
OW458977-1,57,2021-12-21,478,BA.1.1
OW459992-1,51,2022-01-05,493,BA.1.15
OW460061-1,39,2021-08-26,361,AY.43
OW460248-1,30,2021-09-14,380,AY.4
OW460363-1,55,2021-12-30,487,BA.1.12
OW461199-1,40,2021-11-10,437,AY.43
OW461289-1,58,2022-01-24,512,BA.1
OW461583-1,36,2021-11-02,429,AY.46.5
OW461654-1,56,2021-12-28,485,BA.1.15.1
OW462799-1,58,2022-01-25,513,BA.1.17.2
OW462963-1,56,2022-01-27,515,BA.1.20
OW462977-1,43,2021-11-24,451,AY.4
OW463835-1,39,2021-12-27,484,BA.1.15
OW464037-1,40,2021-08-10,345,AY.4
OW464224-1,55,2021-12-30,487,BA.1.17.2
OW464285-1,48,2021-12-30,487,BA.1.15.1
OW464389-1,66,2022-01-13,501,BA.2
OW464961-1,55,2022-01-06,494,BA.1.1
OW465052-1,39,2021-12-06,463,AY.98
OW465107-1,53,2022-01-18,506,BA.1.19
OW466262-1,53,2021-12-30,487,BA.1.17.2
OW466530-1,55,2022-01-06,494,BA.1.1
OW467465-1,41,2021-10-03,399,AY.4.2
OW467620-1,65,2022-01-15,503,BA.2
OW468727-1,41,2021-11-22,449,AY.4
OW469149-1,46,2022-01-17,505,BA.1.1.13
OW469206-1,42,2021-11-02,429,AY.4.2.2
OW469435-1,43,2021-11-05,432,AY.4
OW471373-1,25,2021-12-29,486,AY.4
OW471382-1,50,2022-01-24,512,BA.1.1
OW471432-1,56,2022-01-18,506,BA.1.17.2
OW471483-1,68,2022-01-18,506,BA.2.10
OW471528-1,55,2022-01-02,490,BA.1.16
OW471617-1,36,2021-12-27,484,AY.4.2.1
OW472524-1,44,2021-11-09,436,AY.4
OW472799-1,56,2021-12-30,487,BA.1.17.2
OW472918-1,8,2021-09-10,376,unclassifiable
OW473079-1,45,2021-11-10,437,AY.4
OW473289-1,9,2021-12-29,486,unclassifiable
OW473595-1,51,2022-01-05,493,BA.1.17.2
OW474048-1,39,2022-01-07,495,unclassifiable
OW474112-1,40,2021-08-29,364,AY.4
OW474609-1,9,2022-01-08,496,BA.1
OW474761-1,57,2022-01-28,516,BA.1.17.2
OW475711-1,53,2022-01-02,490,BA.1.1
OW475783-1,40,2021-11-01,428,AY.4.2.2
OW476346-1,59,2022-01-13,501,BA.1.17.2
OW476779-1,40,2021-09-07,373,AY.3
OW476933-1,16,2022-01-11,499,BA.1
OW477111-1,52,2022-01-28,516,BA.1
OW477133-1,37,2021-11-22,449,AY.4
OW477557-1,53,2022-01-17,505,BA.1.1
OW477820-1,54,2022-01-03,491,BA.1
OW479646-1,19,2021-03-10,192,unclassifiable
OW479787-1,43,2021-10-29,425,AY.4
OW479912-1,55,2022-01-02,490,BA.1.1
OW479921-1,54,2022-01-02,490,BA.1
OW480799-1,55,2022-01-19,507,BA.1
OW480988-1,38,2022-01-01,489,BA.1
OW481198-1,43,2021-12-11,468,AY.4.2
OW481303-1,20,2022-01-04,492,unclassifiable
OW481682-1,56,2022-01-05,493,BA.1
OW481832-1,17,2022-01-31,519,BA.1.1
OW484655-1,51,2022-01-13,501,BA.1.15
OW484690-1,34,2021-07-12,316,AY.4
OW484721-1,1,2022-01-14,502,unclassifiable
OW492665-1,41,2021-12-13,470,AY.4.2.2
OW499702-1,40,2021-10-26,422,AY.4
OW500091-1,17,2022-01-12,500,BA.1.17.2
OW500177-1,47,2021-11-16,443,AY.4.2
OW500907-1,54,2022-01-06,494,BA.1.1
OW503276-1,37,2021-12-01,458,AY.4.2
OW503377-1,33,2021-10-19,415,AY.5
OW503498-1,59,2022-01-03,491,BA.1.15.1
OW503560-1,56,2022-01-21,509,BA.1.17.2
OW503820-1,39,2021-09-20,386,AY.4.2
OW504078-1,55,2022-01-25,513,BA.1
OW504195-1,59,2022-01-18,506,BA.1.1
