sample,distance,date,day,lineage
OL939976-1,50,2021-11-24,451,AY.44
OL940001-1,45,2021-11-24,451,AY.3
OL942738-1,41,2021-08-04,339,AY.52
OL944165-1,40,2021-11-18,445,AY.100
OL945382-1,41,2021-11-27,454,AY.103
OL946002-1,41,2021-11-28,455,AY.47
OL946746-1,46,2021-11-04,431,AY.44
OL946990-1,47,2021-11-04,431,AY.100
OL947229-1,52,2021-11-05,432,AY.3
OL947599-1,41,2021-11-05,432,AY.54
OL947761-1,47,2021-11-05,432,AY.110
OL947923-1,48,2021-11-05,432,AY.122
OL948294-1,45,2021-11-05,432,AY.39.1
OL948844-1,41,2021-11-06,433,AY.25
OL948864-1,49,2021-11-06,433,AY.103
OL948934-1,45,2021-11-06,433,AY.25
OL948973-1,47,2021-11-06,433,AY.118
OL949585-1,44,2021-11-07,434,AY.39
OL950203-1,43,2021-11-07,434,AY.44
OL950285-1,44,2021-11-07,434,AY.25
OL950326-1,42,2021-11-07,434,AY.39
OL950395-1,43,2021-11-08,435,AY.25
OL950755-1,48,2021-11-08,435,AY.44
OL950943-1,46,2021-11-08,435,AY.44
OL951069-1,44,2021-11-08,435,AY.44
OL951175-1,44,2021-11-08,435,AY.39
OL951204-1,41,2021-11-08,435,AY.103
OL951442-1,41,2021-11-08,435,AY.44
OL951821-1,39,2021-11-08,435,AY.103
OL952168-1,46,2021-11-09,436,AY.119
OL952881-1,48,2021-12-03,460,AY.25
OL953761-1,42,2021-10-27,423,AY.25
OL954645-1,44,2021-11-01,428,AY.54
OL954852-1,47,2021-11-03,430,AY.100
OL955893-1,47,2021-12-11,468,AY.25.1
OL957364-1,42,2021-11-21,448,AY.3
OL957591-1,46,2021-11-26,453,AY.44
OL957667-1,48,2021-11-30,457,AY.44
OL957739-1,42,2021-12-01,458,AY.39
OL958397-1,43,2021-12-06,463,AY.103
OL960828-1,40,2021-09-03,369,AY.110
OL961123-1,39,2021-11-30,457,AY.25
OL962026-1,43,2021-12-04,461,AY.25
OL963294-1,39,2021-11-05,432,AY.103
OL965587-1,19,2020-11-27,89,B.1.2
OL966298-1,45,2021-12-07,464,AY.100
OL967364-1,42,2021-11-29,456,AY.103
OL967419-1,36,2021-11-29,456,AY.103
OL967627-1,43,2021-11-29,456,AY.103
OL967917-1,44,2021-11-29,456,AY.103
OL968039-1,43,2021-11-29,456,AY.114
OL968054-1,41,2021-11-29,456,AY.44
OL968254-1,41,2021-11-30,457,AY.25
OL968276-1,41,2021-11-30,457,AY.43
OL968534-1,41,2021-12-01,458,AY.119
OL968954-1,47,2021-12-02,459,AY.113
OL968960-1,45,2021-12-02,459,AY.100
OL969288-1,48,2021-12-04,461,AY.25
OL969292-1,41,2021-12-04,461,AY.103
OL969470-1,46,2021-12-04,461,AY.74
OL969612-1,44,2021-12-05,462,AY.39
OL969995-1,44,2021-12-06,463,AY.119
OL975837-1,41,2021-11-17,444,AY.103
OL976674-1,41,2021-12-11,468,AY.103
OL976874-1,48,2021-12-12,469,AY.3.1
OL976912-1,47,2021-12-07,464,AY.119
OL984074-1,21,2020-11-12,74,B.1.2
OL984687-1,45,2021-12-10,467,AY.103
OL984972-1,48,2021-12-07,464,AY.100
OL985162-1,46,2021-12-07,464,AY.44
OL985543-1,43,2021-12-11,468,AY.25.1
OL987399-1,49,2021-12-13,470,AY.20
OL987490-1,48,2021-12-13,470,AY.44
OL987523-1,45,2021-12-13,470,AY.103
OL987555-1,42,2021-12-13,470,AY.103
OL987617-1,44,2021-12-13,470,AY.3
OL990671-1,50,2021-11-28,455,AY.4
OL991117-1,44,2021-12-01,458,AY.117
OL991177-1,44,2021-12-01,458,AY.44
OL991182-1,45,2021-12-01,458,AY.103
OL991196-1,43,2021-12-01,458,AY.103
OL991200-1,39,2021-12-01,458,AY.119
OL991464-1,46,2021-12-02,459,AY.5.3
OL991808-1,44,2021-12-03,460,AY.113
OL992072-1,39,2021-12-05,462,AY.46.1
OL992143-1,51,2021-12-05,462,AY.100
OL992635-1,44,2021-12-06,463,AY.39.1
OL994617-1,56,2021-12-09,466,BA.1.1
OL994628-1,53,2021-12-09,466,AY.34.1
OL995020-1,45,2021-12-09,466,AY.103
OL995238-1,39,2021-12-10,467,AY.103
OL996340-1,41,2021-12-08,465,AY.46.4
OL996599-1,47,2021-12-08,465,AY.44
OL996693-1,45,2021-12-08,465,AY.103
OL996710-1,40,2021-12-08,465,AY.25
OL996806-1,57,2021-12-08,465,AY.3
OL997210-1,43,2021-12-09,466,AY.25
OL997224-1,47,2021-12-09,466,AY.25.1
OL997243-1,38,2021-12-09,466,AY.25
OL997325-1,39,2021-12-09,466,AY.103
OM000530-1,41,2021-10-27,423,AY.25
OM000545-1,32,2021-10-19,415,AY.47
OM000566-1,39,2021-10-20,416,AY.44
OM000629-1,35,2021-10-19,415,AY.47
OM000917-1,40,2021-12-04,461,AY.119
OM001133-1,41,2021-09-01,367,B.1.617.2
OM002041-1,43,2021-12-05,462,AY.44
OM002867-1,44,2021-11-28,455,AY.3
OM003188-1,42,2021-11-28,455,AY.25
OM005860-1,44,2021-12-09,466,AY.75
OM006090-1,43,2021-12-10,467,AY.14
OM006140-1,44,2021-12-12,469,AY.44
OM006266-1,50,2021-12-14,471,AY.100
OM006321-1,41,2021-12-14,471,AY.103
OM006381-1,42,2021-12-14,471,AY.103
OM006403-1,54,2021-12-14,471,AY.100
OM006656-1,37,2021-12-15,472,AY.103
OM007552-1,44,2021-12-07,464,AY.103
OM007777-1,43,2021-12-08,465,AY.103
OM007967-1,49,2021-12-13,470,AY.103
OM009835-1,43,2021-11-03,430,AY.3
OM010728-1,54,2021-12-12,469,BA.1
OM011772-1,47,2021-11-27,454,AY.103
OM011878-1,44,2021-11-27,454,AY.118
OM011904-1,46,2021-11-27,454,AY.3
OM012076-1,43,2021-12-08,465,AY.4
OM012443-1,58,2021-12-15,472,BA.1.15
OM012481-1,56,2021-12-15,472,BA.1.20
OM012740-1,46,2021-12-15,472,AY.103
OM012825-1,57,2021-12-15,472,BA.1.15
OM013088-1,55,2021-12-16,473,BA.1
OM013158-1,47,2021-12-16,473,AY.3
OM013240-1,44,2021-12-16,473,AY.103
OM013570-1,57,2021-12-16,473,BA.1
OM014024-1,58,2021-12-16,473,BA.1.15
OM014326-1,51,2021-12-02,459,AY.44
OM015031-1,45,2021-12-08,465,AY.44
OM015253-1,43,2021-11-27,454,AY.100
OM015599-1,55,2021-12-11,468,BA.1.1
OM015663-1,46,2021-12-11,468,AY.44
OM015687-1,43,2021-12-11,468,AY.3
OM016406-1,54,2021-12-13,470,BA.1.17.2
OM016478-1,54,2021-12-13,470,AY.100
OM016852-1,43,2021-12-14,471,AY.116.1
OM016976-1,45,2021-12-14,471,AY.117
OM017397-1,33,2021-12-16,473,B.1.617.2
OM017407-1,44,2021-12-16,473,AY.103
OM017541-1,55,2021-12-17,474,BA.1
OM017577-1,59,2021-12-17,474,BA.1.15
OM017588-1,46,2021-12-17,474,AY.39
OM017639-1,58,2021-12-17,474,BA.1.1
OM017850-1,46,2021-12-17,474,AY.100
OM018418-1,59,2021-12-17,474,BA.1.15
OM018990-1,46,2021-12-14,471,AY.25
OM019368-1,43,2021-11-26,453,AY.100
OM019769-1,50,2021-11-28,455,AY.44
OM020426-1,58,2021-12-17,474,BA.1.17
OM022417-1,44,2021-12-18,475,AY.100
OM022495-1,41,2021-12-17,474,AY.39
OM024319-1,44,2021-11-27,454,AY.103
OM024643-1,49,2021-11-29,456,AY.3
OM024737-1,44,2021-11-30,457,AY.103
OM024747-1,45,2021-11-30,457,AY.39
OM031156-1,47,2021-11-23,450,AY.3
OM031182-1,50,2021-11-23,450,AY.44
OM031540-1,43,2021-11-23,450,AY.103
OM031562-1,46,2021-11-23,450,AY.3
OM031801-1,48,2021-11-23,450,AY.100
OM031980-1,44,2021-11-24,451,AY.3
OM032509-1,53,2021-12-11,468,BA.1.1.18
OM033310-1,59,2021-12-18,475,BA.1.15
OM033987-1,44,2021-12-09,466,AY.103
OM034438-1,42,2021-12-10,467,AY.25.1
OM034969-1,56,2021-12-10,467,BA.1.1
OM035370-1,43,2021-12-13,470,AY.103
OM035819-1,56,2021-12-14,471,BA.1
OM035821-1,47,2021-12-14,471,AY.103
OM035896-1,49,2021-12-14,471,AY.20
OM036111-1,47,2021-12-14,471,AY.103
OM036381-1,43,2021-12-14,471,AY.103
OM036400-1,42,2021-12-14,471,AY.44
OM036791-1,50,2021-12-14,471,AY.113
OM036942-1,57,2021-12-14,471,BA.1.15
OM038164-1,57,2021-12-08,465,BA.1.1
OM038530-1,47,2021-12-05,462,AY.103
OM039514-1,39,2021-12-02,459,AY.103
OM040233-1,57,2021-12-20,477,BA.1.1
OM040605-1,47,2021-12-04,461,AY.44
OM041229-1,44,2021-12-07,464,AY.103
OM041239-1,43,2021-12-07,464,AY.3
OM041632-1,46,2021-12-10,467,AY.44
OM041690-1,47,2021-12-11,468,AY.100
OM041775-1,44,2021-12-11,468,AY.103
OM041834-1,40,2021-12-12,469,AY.4
OM041846-1,39,2021-12-12,469,AY.43
OM041937-1,44,2021-12-12,469,AY.25
OM042807-1,36,2021-12-14,471,AY.119
OM043379-1,57,2021-12-15,472,BA.1.18
OM043425-1,56,2021-12-15,472,BA.1.17.2
OM043856-1,42,2021-12-17,474,AY.46.4
OM044214-1,41,2021-12-15,472,AY.103
OM044231-1,45,2021-12-15,472,AY.3
OM045072-1,46,2021-11-04,431,AY.103
OM045465-1,47,2021-11-10,437,AY.44
OM045723-1,41,2021-11-11,438,AY.39.1
OM046883-1,44,2021-11-20,447,AY.103
OM047066-1,43,2021-11-22,449,AY.103
OM047676-1,40,2021-11-29,456,AY.119
OM047873-1,49,2021-11-29,456,AY.3
OM047884-1,44,2021-11-29,456,AY.103
OM047907-1,51,2021-12-14,471,BA.1.18
OM048190-1,44,2021-11-30,457,AY.119
OM048685-1,39,2021-12-01,458,AY.25
OM049933-1,41,2021-11-21,448,AY.25
OM050247-1,44,2021-12-14,471,AY.103
OM050262-1,50,2021-12-14,471,AY.39
OM050975-1,52,2021-12-15,472,BA.1.1
OM051195-1,57,2021-12-15,472,BA.1.1
OM051417-1,46,2021-12-15,472,AY.3
OM053291-1,50,2021-12-03,460,AY.25
OM053395-1,48,2021-12-08,465,AY.44
OM053471-1,47,2021-12-09,466,AY.119
OM053644-1,52,2021-12-09,466,AY.44
OM053835-1,52,2021-12-10,467,AY.3
OM053874-1,52,2021-12-11,468,AY.100
OM053923-1,57,2021-12-11,468,BA.1.1
OM054048-1,42,2021-12-11,468,AY.3
OM054619-1,46,2021-12-14,471,AY.100
OM054749-1,57,2021-12-15,472,BA.1.1.18
OM055081-1,43,2021-12-15,472,AY.25
OM055211-1,59,2021-12-16,473,BA.1.15
OM055361-1,58,2021-12-16,473,BA.1.15
OM055526-1,40,2021-11-16,443,AY.3
OM055723-1,51,2021-11-19,446,AY.44
OM057252-1,57,2021-12-12,469,BA.1.15
OM057290-1,59,2021-12-14,471,BA.1.15
OM058786-1,46,2021-11-27,454,AY.3.1
OM059004-1,42,2021-12-07,464,AY.44
OM059541-1,37,2021-12-15,472,AY.107
OM059869-1,47,2021-11-22,449,AY.3
OM060767-1,45,2021-12-06,463,AY.44
OM061523-1,40,2021-12-07,464,AY.103
OM063502-1,50,2021-12-08,465,AY.44
OM064004-1,57,2021-12-13,470,BA.1.1
OM064594-1,47,2021-12-14,471,AY.116.1
OM065314-1,39,2021-12-11,468,AY.26
OM066790-1,43,2021-12-01,458,AY.103
OM067082-1,44,2021-12-08,465,AY.3.4
OM068410-1,29,2021-03-28,210,B.1.1.519
OM068937-1,47,2021-12-03,460,AY.25.1
OM070079-1,48,2021-12-10,467,AY.44
OM071163-1,42,2021-12-18,475,AY.103
OM071746-1,47,2021-12-17,474,AY.44
OM072991-1,38,2021-12-14,471,B.1.617.2
OM073554-1,52,2021-12-20,477,BA.1.15
OM074283-1,44,2021-12-16,473,AY.98.1
OM074382-1,53,2021-12-16,473,BA.1.15
OM075936-1,46,2021-12-14,471,AY.26
OM076048-1,41,2021-12-14,471,AY.119
OM076345-1,38,2021-12-15,472,AY.103
OM077577-1,58,2021-12-17,474,BA.1.1
OM078248-1,53,2021-12-17,474,BA.1.20
OM078335-1,45,2021-12-17,474,AY.119
OM078712-1,58,2021-12-16,473,BA.1.15
OM078725-1,57,2021-12-16,473,BA.1.1
OM079865-1,55,2021-12-17,474,BA.1
OM079984-1,60,2021-12-17,474,BA.1
OM080022-1,46,2021-12-17,474,AY.118
OM080320-1,44,2021-12-06,463,AY.122
OM080464-1,46,2021-12-07,464,AY.25
OM080645-1,48,2021-12-07,464,AY.100
OM080735-1,48,2021-12-08,465,AY.25
OM081631-1,49,2021-12-13,470,AY.100
OM082111-1,44,2021-12-02,459,AY.44
OM082385-1,45,2021-12-20,477,AY.44
OM083013-1,43,2021-12-17,474,AY.25.1
OM083685-1,39,2021-12-18,475,AY.119
OM084749-1,57,2021-12-26,483,BA.1.1
OM085040-1,44,2021-12-07,464,AY.44
OM085279-1,49,2021-12-10,467,AY.44
OM085289-1,46,2021-12-10,467,B.1.617.2
OM085414-1,46,2021-12-11,468,AY.44
OM085418-1,41,2021-12-11,468,AY.3
OM085877-1,57,2021-12-20,477,BA.1.1
OM086058-1,57,2021-12-21,478,BA.1.1
OM086062-1,58,2021-12-21,478,BA.1.1
OM086353-1,58,2021-12-21,478,BA.1.15
OM086453-1,58,2021-12-21,478,BA.1.1
OM086729-1,58,2021-12-21,478,BA.1.1
OM086896-1,44,2021-12-21,478,AY.26
OM087020-1,58,2021-12-21,478,BA.1.1
OM087338-1,40,2021-12-21,478,AY.119
OM087616-1,58,2021-12-21,478,BA.1.1
OM087776-1,60,2021-12-21,478,BA.1.1
OM087806-1,57,2021-12-21,478,BA.1.15
OM087968-1,57,2021-12-22,479,BA.1.1
OM088228-1,48,2021-12-22,479,AY.119
OM088303-1,55,2021-12-22,479,BA.1
OM088401-1,57,2021-12-22,479,BA.1.1
OM089073-1,57,2021-12-22,479,BA.1.1
OM089630-1,57,2021-12-23,480,BA.1.1
OM090625-1,60,2021-12-19,476,BA.1.1.18
OM090697-1,60,2021-12-19,476,BA.1.1
OM091424-1,58,2021-12-21,478,BA.1.1
OM092183-1,58,2021-12-21,478,BA.1.15
OM093121-1,56,2021-12-22,479,BA.1
OM093683-1,58,2021-12-22,479,BA.1.1
OM093892-1,56,2021-12-22,479,BA.1.15
OM094393-1,58,2021-12-22,479,BA.1.15
OM094478-1,56,2021-12-22,479,BA.1
OM094972-1,11,2020-10-01,32,B.1
OM095140-1,12,2020-12-21,113,B.1
OM095522-1,46,2021-12-04,461,AY.44
OM095587-1,47,2021-12-04,461,AY.119
OM095695-1,40,2021-12-04,461,AY.44
OM095737-1,45,2021-12-04,461,AY.103
OM095755-1,41,2021-12-04,461,AY.100
OM095953-1,43,2021-12-05,462,AY.100
OM096015-1,43,2021-12-05,462,AY.100
OM096065-1,39,2021-12-06,463,AY.3
OM096747-1,51,2021-12-18,475,AY.39
OM096808-1,59,2021-12-18,475,BA.1.15
OM096817-1,50,2021-12-18,475,BA.1.1
OM096845-1,42,2021-12-18,475,AY.25.1
OM096855-1,45,2021-12-18,475,AY.3
OM096932-1,44,2021-12-18,475,AY.39
OM097062-1,48,2021-12-18,475,BA.1.20
OM097191-1,58,2021-12-18,475,BA.1.15
OM097295-1,41,2021-12-18,475,AY.25
OM097397-1,44,2021-12-18,475,AY.103
OM097531-1,45,2021-12-18,475,AY.3
OM097598-1,50,2021-12-19,476,AY.44
OM097980-1,52,2021-12-05,462,AY.44
OM098080-1,53,2021-12-16,473,BA.1.1
OM098220-1,53,2021-12-18,475,BA.1.1
OM098424-1,15,2021-05-14,257,B.1.1.317
OM098595-1,46,2021-12-19,476,AY.120
OM098612-1,57,2021-12-19,476,BA.1.1
OM098721-1,47,2021-12-19,476,AY.39
OM098859-1,54,2021-12-19,476,BA.1
OM099147-1,41,2021-12-19,476,AY.39
OM099164-1,57,2021-12-19,476,BA.1.1
OM099168-1,45,2021-12-19,476,AY.103
OM099898-1,42,2021-12-20,477,B.1.1
OM099986-1,42,2021-12-20,477,AY.103
OM101369-1,46,2021-12-11,468,AY.103
OM101420-1,43,2021-12-11,468,AY.3
OM101869-1,58,2021-12-13,470,BA.1.1.18
OM104383-1,42,2021-11-09,436,AY.25.1
OM106908-1,51,2021-12-21,478,BA.1.1
OM109099-1,43,2021-12-08,465,AY.44
OM109284-1,25,2021-03-04,186,B.1.2
OM111248-1,33,2021-09-21,387,AY.54
OM111280-1,40,2021-09-21,387,AY.44
OM111464-1,42,2021-11-20,447,AY.44
OM111534-1,36,2021-12-03,460,AY.44
OM111588-1,39,2021-09-20,386,AY.103
OM111870-1,30,2021-09-22,388,AY.54
OM112006-1,34,2021-09-22,388,AY.44
OM116038-1,55,2021-12-20,477,BA.1
OM116250-1,41,2021-12-20,477,AY.103
OM116353-1,56,2021-12-20,477,BA.1.20
OM116373-1,46,2021-12-20,477,AY.44
OM116569-1,48,2021-12-20,477,AY.118
OM116639-1,55,2021-12-20,477,BA.1.1
OM116869-1,45,2021-12-20,477,AY.103
OM117080-1,41,2021-12-20,477,AY.3
OM117371-1,43,2021-12-21,478,B.1.617.2
OM117417-1,61,2021-12-21,478,BA.1.1
OM117479-1,53,2021-12-21,478,BA.1.1
OM118605-1,59,2021-12-23,480,BA.1.1
OM119778-1,62,2021-12-23,480,BA.1.15
OM119787-1,59,2021-12-23,480,BA.1.15
OM120284-1,52,2021-12-24,481,AY.44
OM120393-1,58,2021-12-27,484,BA.1.15
OM120788-1,46,2021-12-13,470,AY.103
OM120805-1,46,2021-12-13,470,AY.25.1
OM121048-1,48,2021-12-13,470,AY.25
OM121070-1,50,2021-12-14,471,AY.44
OM121475-1,50,2021-12-16,473,AY.100
OM121543-1,48,2021-12-17,474,AY.25.1
OM122786-1,43,2021-12-22,479,AY.103
OM123052-1,58,2021-12-23,480,BA.1.1
OM123564-1,43,2021-12-01,458,AY.44
OM123681-1,46,2021-12-01,458,AY.44
OM124391-1,48,2021-12-16,473,AY.100
OM124780-1,58,2021-12-15,472,BA.1.1.18
OM125735-1,49,2021-12-15,472,AY.119
OM126004-1,49,2021-12-15,472,BA.1.1
OM126025-1,47,2021-12-15,472,BA.1
OM126481-1,43,2021-12-16,473,AY.39
OM126488-1,41,2021-12-16,473,AY.103
OM126696-1,44,2021-12-16,473,AY.3
OM127041-1,52,2021-12-16,473,AY.20
OM127086-1,58,2021-12-16,473,BA.1.15
OM127115-1,45,2021-12-16,473,AY.100
OM127722-1,55,2021-12-20,477,BA.1
OM128689-1,25,2021-02-25,179,B.1.1.519
OM130108-1,43,2021-11-22,449,AY.3
OM130142-1,45,2021-11-12,439,AY.100
OM130363-1,45,2021-11-16,443,AY.119
OM130509-1,43,2021-12-05,462,AY.25
OM131311-1,49,2021-12-12,469,AY.25.1
OM132472-1,60,2021-12-23,480,BA.1.1
OM132657-1,46,2021-12-23,480,AY.44
OM132803-1,55,2021-12-23,480,BA.1
OM132890-1,58,2021-12-23,480,BA.1.1
OM133382-1,57,2021-12-23,480,BA.1.15
OM133409-1,58,2021-12-23,480,BA.1.15
OM133829-1,55,2021-12-21,478,BA.1.18
OM134095-1,58,2021-12-21,478,BA.1.15
OM134345-1,47,2021-12-21,478,AY.118
OM134633-1,58,2021-12-21,478,BA.1.15
OM134966-1,57,2021-12-21,478,BA.1.1
OM135056-1,44,2021-12-21,478,AY.103
OM135133-1,53,2021-12-21,478,BA.1.17.2
OM135144-1,54,2021-12-21,478,BA.1.1
OM135849-1,35,2021-09-24,390,AY.47
OM135871-1,44,2021-10-06,402,AY.25
OM137514-1,47,2021-12-12,469,AY.25.1
OM137571-1,44,2021-12-13,470,AY.13
OM137778-1,46,2021-12-12,469,AY.26
OM139213-1,41,2021-12-13,470,AY.103
OM139249-1,45,2021-12-13,470,AY.44
OM139337-1,46,2021-12-14,471,AY.3
OM141982-1,42,2021-12-15,472,AY.100
OM142044-1,53,2021-12-15,472,AY.3
OM142069-1,45,2021-12-16,473,AY.25
OM143651-1,36,2021-11-12,439,AY.122
OM143743-1,48,2021-11-12,439,AY.44
OM143907-1,38,2021-11-08,435,AY.103
OM144249-1,35,2021-11-04,431,AY.103
OM144408-1,43,2021-11-02,429,AY.103
OM146984-1,54,2021-12-15,472,AY.44
OM147780-1,39,2021-07-14,318,AY.75
OM147847-1,34,2021-07-17,321,AY.47
OM148015-1,40,2021-07-18,322,AY.75
OM148189-1,34,2021-07-20,324,AY.47
OM149126-1,36,2021-07-20,324,AY.103
OM149408-1,41,2021-12-10,467,AY.103
OM149590-1,46,2021-12-14,471,AY.100
OM150175-1,49,2021-12-07,464,AY.34
OM150552-1,45,2021-12-07,464,AY.43
OM150635-1,53,2021-12-07,464,AY.25.1
OM150821-1,39,2021-12-08,465,AY.25.1
OM153312-1,41,2021-07-06,310,AY.2
OM153363-1,39,2021-07-09,313,AY.103
OM155538-1,57,2021-12-22,479,BA.1.1
OM155609-1,58,2021-12-22,479,BA.1.1
OM155757-1,57,2021-12-22,479,BA.1.1
OM155887-1,55,2021-12-22,479,BA.1.15
OM156280-1,46,2021-12-22,479,AY.103
OM158930-1,44,2021-11-20,447,AY.44
OM159013-1,49,2021-11-29,456,AY.3
OM159228-1,56,2021-12-17,474,BA.1
OM159255-1,48,2021-12-17,474,AY.44
OM159296-1,59,2021-12-18,475,BA.1.15
OM159404-1,45,2021-12-18,475,AY.44
OM159577-1,57,2021-12-19,476,BA.1.1
OM159630-1,59,2021-12-19,476,BA.1.1
OM159720-1,44,2021-12-19,476,AY.103
OM159819-1,57,2021-12-20,477,BA.1.15
OM159888-1,62,2021-12-20,477,BA.1.1.2
OM160127-1,57,2021-12-21,478,BA.1.1.18
OM160526-1,56,2021-12-08,465,BA.1.1
OM161210-1,41,2021-12-12,469,AY.119
OM161578-1,60,2021-12-17,474,BA.1.15
OM161666-1,57,2021-12-17,474,BA.1.15
OM161696-1,44,2021-12-17,474,AY.103
OM162421-1,46,2021-11-22,449,AY.103
OM167744-1,40,2021-12-27,484,AY.103
OM170297-1,46,2021-11-25,452,AY.44
OM171470-1,59,2021-12-24,481,BA.1.1
OM171980-1,57,2021-12-27,484,BA.1.15
OM172192-1,57,2021-12-27,484,BA.1.15
OM173102-1,51,2021-12-22,479,BA.1.1
OM173109-1,44,2021-12-22,479,AY.103
OM173148-1,59,2021-12-22,479,BA.1.1
OM173193-1,57,2021-12-22,479,BA.1.17.2
OM173258-1,55,2021-12-22,479,BA.1
OM173284-1,52,2021-12-22,479,BA.1
OM173824-1,51,2021-12-23,480,BA.1
OM173833-1,39,2021-12-23,480,AY.119.2
OM174359-1,56,2021-12-15,472,BA.1.20
OM174982-1,44,2021-12-20,477,AY.103
OM175738-1,46,2021-12-22,479,AY.103
OM175756-1,57,2021-12-22,479,BA.1.15
OM176004-1,52,2021-12-23,480,AY.3.1
OM178575-1,50,2021-12-20,477,AY.120
OM178590-1,50,2021-12-20,477,AY.100
OM178594-1,55,2021-12-20,477,BA.1
OM181058-1,42,2021-12-06,463,AY.3
OM182332-1,42,2021-12-06,463,AY.26
OM182392-1,47,2021-12-03,460,AY.103
OM182430-1,38,2021-09-14,380,AY.39
OM182557-1,40,2021-09-13,379,AY.103
OM184558-1,60,2021-12-27,484,BA.1.1
OM185714-1,48,2021-12-24,481,AY.118
OM188978-1,56,2021-12-14,471,AY.34.1
OM189045-1,44,2021-12-15,472,AY.103
OM189223-1,42,2021-12-15,472,AY.39
OM189284-1,39,2021-12-15,472,AY.25.3
OM189596-1,42,2021-12-08,465,AY.39.1
OM189597-1,50,2021-12-08,465,AY.44
OM189770-1,46,2021-12-08,465,AY.46
OM189982-1,43,2021-12-13,470,AY.3
OM190075-1,44,2021-12-13,470,AY.100
OM190634-1,44,2021-04-24,237,B.1.617.2
OM191528-1,40,2021-12-20,477,AY.103
OM192135-1,58,2021-12-21,478,BA.1.1.18
OM193126-1,44,2021-11-01,428,AY.64
OM194397-1,59,2021-12-22,479,BA.1.15
OM194484-1,59,2021-12-22,479,BA.1.15
OM194709-1,60,2021-12-23,480,BA.1.15
OM194868-1,58,2021-12-26,483,BA.1.15
OM195188-1,58,2021-12-26,483,BA.1.15
OM195325-1,57,2021-12-27,484,BA.1.1
OM195843-1,58,2021-12-28,485,BA.1.20
OM196195-1,59,2021-12-29,486,BA.1.20
OM197135-1,58,2021-12-26,483,BA.1.15
OM197311-1,52,2021-12-26,483,BA.1.1
OM197886-1,57,2021-12-26,483,BA.1.15
OM198077-1,56,2021-12-27,484,BA.1.1
OM198419-1,58,2021-12-27,484,BA.1.15
OM198613-1,58,2021-12-23,480,BA.1.1
OM199364-1,52,2021-12-23,480,AY.39
OM200012-1,60,2021-12-26,483,BA.1.15
OM200540-1,50,2021-12-27,484,AY.103
OM201092-1,59,2021-12-27,484,BA.1.1
OM201916-1,46,2021-12-13,470,AY.44
OM202213-1,61,2021-12-16,473,BA.1.15.2
OM202451-1,39,2021-12-19,476,AY.43
OM202616-1,58,2022-01-03,491,BA.1.1
OM202725-1,39,2021-12-16,473,AY.103
OM213172-1,58,2021-12-21,478,BA.1.15
OM213305-1,58,2021-12-25,482,BA.1.1
OM213354-1,57,2021-12-23,480,BA.1.1.18
OM213949-2,55,2021-12-24,481,BA.1.1
OM214296-1,47,2021-12-11,468,AY.100
OM214376-1,45,2021-12-12,469,AY.100
OM215081-1,56,2021-12-29,486,BA.1
OM217016-1,60,2021-12-27,484,BA.1.1
OM217163-1,57,2021-12-27,484,BA.1.1
OM217235-1,59,2021-12-27,484,BA.1.15
OM217794-1,59,2021-12-27,484,BA.1.15
OM217978-1,46,2021-12-27,484,AY.39.1
OM222319-1,58,2021-12-17,474,BA.1.1
OM222405-1,57,2021-12-14,471,BA.1.15
OM223919-1,46,2021-12-15,472,AY.119.2
OM223944-1,49,2021-12-19,476,AY.39
OM224565-1,56,2021-12-23,480,BA.1.20
OM225053-1,58,2021-12-26,483,BA.1.15
OM225234-1,57,2021-12-27,484,BA.1.1
OM225301-1,56,2021-12-27,484,BA.1.19
OM225517-1,59,2021-12-28,485,BA.1.17
OM225520-1,58,2021-12-28,485,BA.1.1
OM225546-1,50,2021-12-28,485,AY.3
OM225555-1,58,2021-12-28,485,BA.1.17.2
OM225796-1,57,2021-12-28,485,BA.1.1
OM226009-1,60,2021-12-28,485,BA.1.1
OM226209-1,57,2021-12-28,485,BA.1.18
OM226367-1,58,2021-12-29,486,BA.1.17
OM226439-1,59,2021-12-29,486,BA.1.1
OM226669-1,58,2021-12-29,486,BA.1.1
OM226712-1,55,2021-12-29,486,BA.1
OM226797-1,58,2021-12-29,486,BA.1.17
OM227616-1,59,2021-12-30,487,BA.1.1
OM227625-1,58,2021-12-30,487,BA.1.1
OM228441-1,54,2021-12-31,488,BA.1
OM229057-1,50,2021-12-27,484,BA.1.1
OM229100-1,45,2021-12-28,485,BA.1
OM229484-1,51,2021-12-20,477,BA.1.15
OM229692-1,18,2021-12-19,476,XC
OM229748-1,41,2021-12-18,475,B.1.1
OM229908-1,35,2021-11-29,456,AY.103
OM231582-1,60,2021-12-27,484,BA.1.1
OM231743-1,46,2021-12-27,484,AY.44
OM231939-1,59,2021-12-28,485,BA.1.15
OM233188-1,59,2021-12-28,485,BA.1.15
OM233419-1,55,2021-12-30,487,BA.1
OM233856-1,58,2021-12-31,488,BA.1.15
OM234336-1,59,2022-01-02,490,BA.1.1
OM234339-1,58,2022-01-02,490,BA.1.15
OM234506-1,57,2022-01-02,490,BA.1.1
OM235585-1,57,2021-12-30,487,BA.1.1.18
OM235638-1,59,2021-12-30,487,BA.1.1
OM235837-1,58,2022-01-02,490,BA.1
